id,number,agent,html_url,reviews_data_parsed,id,user_login,user_type,body,author_association,created_at,url
3164503419,40,Claude_Code,https://github.com/amantus-ai/vibetunnel/pull/40,"[{'user': 'coderabbitai[bot]', 'state': 'COMMENTED', 'body': '**Actionable comments posted: 4**\n\n<details>\n<summary>🔭 Outside diff range comments (2)</summary><blockquote>\n\n<details>\n<summary>linux/pkg/session/pty.go (1)</summary><blockquote>\n\n`736-736`: **Fix undefined symbol causing build failure.**\n\nThe pipeline shows `unix.TIOCGETA` is undefined, causing a build error. This constant is BSD-specific and won\'t work on Linux.\n\n\n\nApply this platform-specific fix:\n\n```diff\n-\ttermios, err := unix.IoctlGetTermios(int(p.pty.Fd()), unix.TIOCGETA)\n+\ttermios, err := unix.IoctlGetTermios(int(p.pty.Fd()), ioctlGetTermios)\n```\n\nThe `ioctlGetTermios` constant should already be defined elsewhere in the codebase for cross-platform compatibility.\n\n\n\nVerify the correct constant is available:\n\n```shell\n#!/bin/bash\n# Search for the correct cross-platform ioctl constant\nrg ""ioctlGetTermios"" --type go\n# Also check what constants are available in the unix package\nrg ""TIOCG.*="" --type go\n```\n\n</blockquote></details>\n<details>\n<summary>linux/pkg/terminal/buffer.go (1)</summary><blockquote>\n\n`814-843`: **Critical: Clear operations don\'t mark lines as changed.**\n\nThe `clearToCursor`, `clearLine`, `clearLineFromCursor`, and `clearLineToCursor` methods modify buffer content but fail to mark lines as dirty. This will cause incremental updates to miss these changes.\n\n\nApply these fixes:\n\n```diff\n func (tb *TerminalBuffer) clearToCursor() {\n \t// Clear from start to cursor\n \tfor x := 0; x <= tb.cursorX && x < tb.cols; x++ {\n \t\ttb.buffer[tb.cursorY][x] = BufferCell{Char: \' \'}\n \t}\n+\ttb.markLineChanged(tb.cursorY)\n \t// Clear all lines above\n \tfor y := 0; y < tb.cursorY; y++ {\n \t\tfor x := 0; x < tb.cols; x++ {\n \t\t\ttb.buffer[y][x] = BufferCell{Char: \' \'}\n \t\t}\n+\t\ttb.markLineChanged(y)\n \t}\n }\n\n func (tb *TerminalBuffer) clearLine() {\n \tfor x := 0; x < tb.cols; x++ {\n \t\ttb.buffer[tb.cursorY][x] = BufferCell{Char: \' \'}\n \t}\n+\ttb.markLineChanged(tb.cursorY)\n }\n\n func (tb *TerminalBuffer) clearLineFromCursor() {\n \tfor x := tb.cursorX; x < tb.cols; x++ {\n \t\ttb.buffer[tb.cursorY][x] = BufferCell{Char: \' \'}\n \t}\n+\ttb.markLineChanged(tb.cursorY)\n }\n\n func (tb *TerminalBuffer) clearLineToCursor() {\n \tfor x := 0; x <= tb.cursorX && x < tb.cols; x++ {\n \t\ttb.buffer[tb.cursorY][x] = BufferCell{Char: \' \'}\n \t}\n+\ttb.markLineChanged(tb.cursorY)\n }\n```\n\n</blockquote></details>\n\n</blockquote></details>\n\n<details>\n<summary>🧹 Nitpick comments (2)</summary><blockquote>\n\n<details>\n<summary>linux/pkg/session/manager.go (1)</summary><blockquote>\n\n`314-314`: **Consider consistent callback execution patterns.**\n\nDirectOutput callbacks use goroutines (non-blocking) while RawPTY callbacks are synchronous (blocking). This inconsistency could lead to confusion.\n\nFor consistency and to prevent slow callbacks from blocking PTY processing, consider making both non-blocking:\n\n```diff\n func (m *Manager) NotifyRawPTY(sessionID string, data []byte) {\n \trawCallbackMutex.RLock()\n \tcallbacks := rawPTYCallbacks[sessionID]\n \trawCallbackMutex.RUnlock()\n \t\n \tfor _, callback := range callbacks {\n-\t\tcallback(sessionID, data) // Direct call - no goroutine for raw speed\n+\t\tgo callback(sessionID, data) // Non-blocking like DirectOutput\n \t}\n }\n```\n\nIf raw speed is critical and you need synchronous execution, document this difference clearly in the type definitions.\n\n\nAlso applies to: 342-342\n\n</blockquote></details>\n<details>\n<summary>linux/pkg/api/raw_websocket.go (1)</summary><blockquote>\n\n`164-183`: **Remove unused calculateSimilarity function.**\n\nThis function is defined but never used in the codebase.\n\n```diff\n-// calculateSimilarity returns a value between 0.0 and 1.0 indicating how similar two byte arrays are\n-func calculateSimilarity(a, b []byte) float64 {\n-\tif len(a) == 0 || len(b) == 0 {\n-\t\treturn 0.0\n-\t}\n-\t\n-\t// Fast similarity check: count common subsequences\n-\tminLen := len(a)\n-\tif len(b) < minLen {\n-\t\tminLen = len(b)\n-\t}\n-\t\n-\tmatches := 0\n-\tfor i := 0; i < minLen; i++ {\n-\t\tif a[i] == b[i] {\n-\t\t\tmatches++\n-\t\t}\n-\t}\n-\t\n-\treturn float64(matches) / float64(minLen)\n-}\n```\n\n</blockquote></details>\n\n</blockquote></details>\n\n<details>\n<summary>📜 Review details</summary>\n\n**Configuration used: CodeRabbit UI**\n**Review profile: CHILL**\n**Plan: Pro**\n\n\n<details>\n<summary>📥 Commits</summary>\n\nReviewing files that changed from the base of the PR and between 508313a9bddca937ff798155e9cc8310837ea51c and 82aa5b5577c29ab1fa5d17e9fa0a6d6d9f54a5c5.\n\n</details>\n\n<details>\n<summary>📒 Files selected for processing (11)</summary>\n\n* `linux/pkg/api/raw_websocket.go` (1 hunks)\n* `linux/pkg/api/server.go` (3 hunks)\n* `linux/pkg/session/eventloop_darwin.go` (1 hunks)\n* `linux/pkg/session/eventloop_linux.go` (1 hunks)\n* `linux/pkg/session/manager.go` (2 hunks)\n* `linux/pkg/session/pty.go` (2 hunks)\n* `linux/pkg/session/select.go` (1 hunks)\n* `linux/pkg/session/terminal.go` (2 hunks)\n* `linux/pkg/terminal/buffer.go` (13 hunks)\n* `linux/pkg/termsocket/manager.go` (5 hunks)\n* `web/src/input.css` (1 hunks)\n\n</details>\n\n<details>\n<summary>🧰 Additional context used</summary>\n\n<details>\n<summary>🪛 GitHub Actions: Go CI</summary>\n\n<details>\n<summary>linux/pkg/session/pty.go</summary>\n\n[error] 736-736: Build error: undefined symbol \'unix.TIOCGETA\' at line 736.\n\n</details>\n<details>\n<summary>linux/pkg/api/raw_websocket.go</summary>\n\n[error] 122-219: Go files are not formatted. Please run \'gofmt -w .\' to fix formatting issues.\n\n</details>\n\n</details>\n<details>\n<summary>🪛 Biome (1.9.4)</summary>\n\n<details>\n<summary>web/src/input.css</summary>\n\n[error] 724-724: Expected a selector but instead found \'terminal-*\'.\n\nExpected a selector here.\n\n\n(parse)\n\n---\n\n[error] 728-728: Expected a selector but instead found \'terminal-*\'.\n\nExpected a selector here.\n\n\n(parse)\n\n</details>\n\n</details>\n\n</details>\n\n<details>\n<summary>⏰ Context from checks skipped due to timeout of 90000ms (3)</summary>\n\n* GitHub Check: Rust CI / Code Coverage\n* GitHub Check: Rust CI / Build and Test (macOS x86_64)\n* GitHub Check: Swift CI / Build and Test macOS App\n\n</details>\n\n<details>\n<summary>🔇 Additional comments (18)</summary><blockquote>\n\n<details>\n<summary>linux/pkg/session/eventloop_linux.go (1)</summary>\n\n`151-152`: **Excellent optimization for real-time terminal streaming.**\n\nThe 100x reduction in timeout (100ms → 1ms) dramatically improves responsiveness for the callback-driven PTY streaming introduced in this PR. This change is essential for achieving the stated 72% reduction in WebSocket updates.\n\n</details>\n<details>\n<summary>linux/pkg/session/eventloop_darwin.go (1)</summary>\n\n`143-146`: **Cross-platform consistency achieved.**\n\nThe timeout reduction matches the Linux implementation, ensuring uniform responsiveness across platforms. The nanosecond calculation for 1ms is correct.\n\n</details>\n<details>\n<summary>linux/pkg/session/terminal.go (2)</summary>\n\n`6-6`: **Runtime import appropriately added.**\n\nThe runtime import is needed for the platform-specific IUTF8 flag logic.\n\n---\n\n`44-49`: **UTF-8 support enhancement with proper platform detection.**\n\nThe conditional IUTF8 flag enables proper UTF-8 input processing on Linux, aligning with node-pty behavior. The hardcoded flag value is acceptable since this is a Linux-specific constant.\n\n\n\n\nVerify that the IUTF8 constant value is correct:\n\n```shell\n#!/bin/bash\n# Verify IUTF8 constant value on Linux systems\nif [ ""$(uname)"" = ""Linux"" ]; then\n    # Check if the value matches system headers\n    grep -r ""IUTF8"" /usr/include/ 2>/dev/null | head -5\nfi\n\n# Also check if golang.org/x/sys/unix defines this constant\nrg ""IUTF8.*0x00004000"" || echo ""Custom constant definition needed""\n```\n\n</details>\n<details>\n<summary>linux/pkg/session/select.go (1)</summary>\n\n`136-149`: **Excellent implementation of direct PTY streaming callbacks.**\n\nThis change is architecturally significant for the flickering reduction goal:\n\n1. **Immediate notification**: Callbacks fire instantly when PTY data is available, eliminating file I/O delays\n2. **Dual callback types**: `NotifyDirectOutput` for terminal buffers and `NotifyRawPTY` for WebSocket streaming\n3. **Zero-copy approach**: Uses the same `outputData` for both stream writing and callbacks\n\nThis enables the claimed 72% reduction in WebSocket updates by providing real-time data flow.\n\n</details>\n<details>\n<summary>linux/pkg/session/pty.go (1)</summary>\n\n`366-379`: **Consistent implementation of direct streaming callbacks.**\n\nThe callback mechanism implementation matches the pattern in `select.go`, ensuring consistent behavior across different I/O handling modes. The immediate notifications enable real-time PTY data streaming.\n\n</details>\n<details>\n<summary>linux/pkg/api/server.go (2)</summary>\n\n`142-148`: **LGTM! Raw WebSocket endpoint follows established patterns.**\n\nThe implementation correctly mirrors the buffer WebSocket handler pattern above it, including proper authentication middleware wrapping.\n\n---\n\n`700-700`: **Good addition for Node.js compatibility.**\n\nSupporting the `Key` field enables compatibility with Node.js-style input events like `{key: ""enter""}`, which improves interoperability.\n\n\n\nAlso applies to: 715-717\n\n</details>\n<details>\n<summary>linux/pkg/termsocket/manager.go (2)</summary>\n\n`157-224`: **Excellent refactoring to direct PTY callbacks!**\n\nThis change significantly improves performance by:\n- Eliminating file I/O delays with direct memory streaming\n- Implementing proper 50ms debouncing like Node.js\n- Cleaning up resources properly on session end or shutdown\n\nThe removal of file watching in favor of direct callbacks aligns perfectly with the PR\'s goal of reducing flickering.\n\n---\n\n`278-321`: **Well-implemented debouncing and deduplication logic.**\n\nThe vt10x-inspired deduplication using sequence IDs and change flags effectively reduces redundant WebSocket updates. The 50ms debouncing timer is appropriately managed with proper cleanup.\n\n</details>\n<details>\n<summary>linux/pkg/api/raw_websocket.go (1)</summary>\n\n`120-161`: **Clean implementation of PTY streaming with debouncing.**\n\nThe 50ms debouncing logic is well-implemented with proper mutex usage and timer cleanup. The pattern matches the Node.js approach mentioned in the PR objectives.\n\n</details>\n<details>\n<summary>web/src/input.css (1)</summary>\n\n`1-749`: **Comprehensive dark theme implementation.**\n\nThe CSS provides excellent coverage for terminal UI components with:\n- Consistent dark theme colors and transitions\n- Proper font configurations with ligature control\n- Mobile-specific touch handling\n- Well-structured component styles\n\nThe 100ms view transition duration aligns with the goal of reducing animation flickering.\n\n</details>\n<details>\n<summary>linux/pkg/terminal/buffer.go (6)</summary>\n\n`25-31`: **LGTM! Well-designed incremental update tracking.**\n\nThe addition of change tracking fields to `BufferSnapshot` follows the vt10x pattern effectively. The `SequenceID` for deduplication and `ChangedLines` map for incremental updates will significantly reduce WebSocket traffic.\n\n---\n\n`104-170`: **Excellent vt10x-style deduplication implementation!**\n\nThe caching of unchanged snapshots and incremental updates with only changed lines will dramatically reduce update frequency. Note that consumers must handle nil entries in the `Cells` array when `IsIncremental` is true.\n\n---\n\n`741-754`: **Good addition of missing ANSI SGR sequences.**\n\nThe support for inverse video (7/27), individual attribute resets (21-24), and default color resets (39/49) improves ANSI compatibility.\n\n---\n\n`846-862`: **Smart optimization of the scroll operation.**\n\nReusing the top line buffer and using `copy()` for shifting reduces allocations. Correctly marks all lines as changed since content shifts.\n\n---\n\n`792-793`: **Correct implementation of clear operations with current colors.**\n\nUsing `currentFg` and `currentBg` when clearing cells matches standard terminal behavior where clear operations use the current background color.\n\n\n\nAlso applies to: 801-802, 808-809, 854-855\n\n---\n\n`49-49`: ```shell\n#!/bin/bash\n# Display the TerminalBuffer struct definition\nrg -A10 -B0 ""type TerminalBuffer"" linux/pkg/terminal/buffer.go\n\n# List all methods on TerminalBuffer\nrg -n ""func (tb \\\\*TerminalBuffer)"" -n linux/pkg/terminal\n\n# Search for any usage of \'viewportY\' or related viewport logic\nrg -n ""viewport"" -n linux/pkg/terminal\n```\n\n</details>\n\n</blockquote></details>\n\n</details>\n\n<!-- This is an auto-generated comment by CodeRabbit for review status -->', 'submitted_at': '2025-06-20T22:51:44Z'}, {'user': 'coderabbitai[bot]', 'state': 'COMMENTED', 'body': ""**Actionable comments posted: 2**\n\n<details>\n<summary>🔭 Outside diff range comments (1)</summary><blockquote>\n\n<details>\n<summary>linux/pkg/api/sse.go (1)</summary><blockquote>\n\n`1-418`: **Fix Go formatting issues.**\n\nThe CI pipeline indicates that the Go files are not properly formatted.\n\n\n\nRun the following command to fix formatting:\n```bash\ngofmt -w .\n```\n\n</blockquote></details>\n\n</blockquote></details>\n\n<details>\n<summary>📜 Review details</summary>\n\n**Configuration used: CodeRabbit UI**\n**Review profile: CHILL**\n**Plan: Pro**\n\n\n<details>\n<summary>📥 Commits</summary>\n\nReviewing files that changed from the base of the PR and between 82aa5b5577c29ab1fa5d17e9fa0a6d6d9f54a5c5 and 9fbb0dbeb4191608be7246d62534f8061a853483.\n\n</details>\n\n<details>\n<summary>📒 Files selected for processing (1)</summary>\n\n* `linux/pkg/api/sse.go` (4 hunks)\n\n</details>\n\n<details>\n<summary>🧰 Additional context used</summary>\n\n<details>\n<summary>🪛 GitHub Actions: Go CI</summary>\n\n<details>\n<summary>linux/pkg/api/sse.go</summary>\n\n[error] 23-226: Go files are not formatted. Please run 'gofmt -w .' to fix formatting issues.\n\n</details>\n\n</details>\n\n</details>\n\n<details>\n<summary>⏰ Context from checks skipped due to timeout of 90000ms (4)</summary>\n\n* GitHub Check: iOS CI / Build iOS App\n* GitHub Check: Rust CI / Code Coverage\n* GitHub Check: Rust CI / Build and Test (macOS x86_64)\n* GitHub Check: Swift CI / Build and Test macOS App\n\n</details>\n\n<details>\n<summary>🔇 Additional comments (2)</summary><blockquote>\n\n<details>\n<summary>linux/pkg/api/sse.go (2)</summary>\n\n`59-62`: **Timer cleanup looks good.**\n\nProperly stopping the debounce timer in the defer function prevents resource leaks.\n\n---\n\n`222-235`: **Deduplication implementation effectively reduces redundant updates.**\n\nThe content deduplication logic successfully identifies and skips duplicate events, which aligns with the PR's goal of reducing WebSocket updates by 72%.\n\n</details>\n\n</blockquote></details>\n\n</details>\n\n<!-- This is an auto-generated comment by CodeRabbit for review status -->"", 'submitted_at': '2025-06-20T23:00:17Z'}]",2993541081,steipete,User,burned it with fire,COLLABORATOR,2025-06-21T11:51:22Z,https://github.com/amantus-ai/vibetunnel/pull/40#issuecomment-2993541081
3197436829,1330,Claude_Code,https://github.com/giselles-ai/giselle/pull/1330,"[{'user': 'copilot-pull-request-reviewer[bot]', 'state': 'COMMENTED', 'body': '## Pull Request Overview\n\nThis PR upgrades the codebase to Biome v2, addressing lint warnings and cleaning up unused code patterns.\n\n- Remove unused variables/imports and prefix with `_`\n- Fix async functions without `await` and update suppression comments\n- Add proper `biome-ignore` for accessibility and reorganize exports\n\n### Reviewed Changes\n\nCopilot reviewed 299 out of 394 changed files in this pull request and generated 2 comments.\n\n| File                                                            | Description                                                      |\n| ---------------------------------------------------------------- | ---------------------------------------------------------------- |\n| packages/data-mod/src/mods/rename-action-to-operation.ts        | Retrieves old fields but never deletes them                      |\n| internal-packages/workflow-designer-ui/src/ui/user-presence.tsx | Renamed `getRandomColor` to `_getRandomColor` but left unused    |\n\n\n<details>\n<summary>Comments suppressed due to low confidence (1)</summary>\n\n**internal-packages/workflow-designer-ui/src/ui/user-presence.tsx:43**\n* [nitpick] The helper function `_getRandomColor` is no longer used. Consider removing it to keep the code clean or reusing it where needed.\n```\nfunction _getRandomColor() {\n```\n</details>\n\n', 'submitted_at': '2025-07-02T23:25:41Z'}]",3029640101,shige,User,"📝 I was able to upgrade to Biome v2 with Claude Code, but the diff was so bad that it was difficult to review.",MEMBER,2025-07-02T23:24:33Z,https://github.com/giselles-ai/giselle/pull/1330#issuecomment-3029640101
3197436829,1330,Claude_Code,https://github.com/giselles-ai/giselle/pull/1330,"[{'user': 'copilot-pull-request-reviewer[bot]', 'state': 'COMMENTED', 'body': '## Pull Request Overview\n\nThis PR upgrades the codebase to Biome v2, addressing lint warnings and cleaning up unused code patterns.\n\n- Remove unused variables/imports and prefix with `_`\n- Fix async functions without `await` and update suppression comments\n- Add proper `biome-ignore` for accessibility and reorganize exports\n\n### Reviewed Changes\n\nCopilot reviewed 299 out of 394 changed files in this pull request and generated 2 comments.\n\n| File                                                            | Description                                                      |\n| ---------------------------------------------------------------- | ---------------------------------------------------------------- |\n| packages/data-mod/src/mods/rename-action-to-operation.ts        | Retrieves old fields but never deletes them                      |\n| internal-packages/workflow-designer-ui/src/ui/user-presence.tsx | Renamed `getRandomColor` to `_getRandomColor` but left unused    |\n\n\n<details>\n<summary>Comments suppressed due to low confidence (1)</summary>\n\n**internal-packages/workflow-designer-ui/src/ui/user-presence.tsx:43**\n* [nitpick] The helper function `_getRandomColor` is no longer used. Consider removing it to keep the code clean or reusing it where needed.\n```\nfunction _getRandomColor() {\n```\n</details>\n\n', 'submitted_at': '2025-07-02T23:25:41Z'}]",3029648449,shige,User,"> 📝 I was able to upgrade to Biome v2 with Claude Code, but the diff was so bad that it was difficult to review.

I will consider a more practical way to migrate at a later date.",MEMBER,2025-07-02T23:28:40Z,https://github.com/giselles-ai/giselle/pull/1330#issuecomment-3029648449
3197436829,1330,Claude_Code,https://github.com/giselles-ai/giselle/pull/1330,"[{'user': 'copilot-pull-request-reviewer[bot]', 'state': 'COMMENTED', 'body': '## Pull Request Overview\n\nThis PR upgrades the codebase to Biome v2, addressing lint warnings and cleaning up unused code patterns.\n\n- Remove unused variables/imports and prefix with `_`\n- Fix async functions without `await` and update suppression comments\n- Add proper `biome-ignore` for accessibility and reorganize exports\n\n### Reviewed Changes\n\nCopilot reviewed 299 out of 394 changed files in this pull request and generated 2 comments.\n\n| File                                                            | Description                                                      |\n| ---------------------------------------------------------------- | ---------------------------------------------------------------- |\n| packages/data-mod/src/mods/rename-action-to-operation.ts        | Retrieves old fields but never deletes them                      |\n| internal-packages/workflow-designer-ui/src/ui/user-presence.tsx | Renamed `getRandomColor` to `_getRandomColor` but left unused    |\n\n\n<details>\n<summary>Comments suppressed due to low confidence (1)</summary>\n\n**internal-packages/workflow-designer-ui/src/ui/user-presence.tsx:43**\n* [nitpick] The helper function `_getRandomColor` is no longer used. Consider removing it to keep the code clean or reusing it where needed.\n```\nfunction _getRandomColor() {\n```\n</details>\n\n', 'submitted_at': '2025-07-02T23:25:41Z'}]",3031104258,shige,User,"> migrate at a later date.

see: https://github.com/giselles-ai/giselle/pull/1333",MEMBER,2025-07-03T06:58:23Z,https://github.com/giselles-ai/giselle/pull/1330#issuecomment-3031104258
2914277614,29902,Claude_Code,https://github.com/geneontology/go-ontology/pull/29902,"[{'user': 'sjm41', 'state': 'APPROVED', 'body': ""Looks pretty good, thanks Claude (Chris)!\r\n\r\nThough I don't see the names of the 'old' terms (citrate (Re)-synthase activity & citrate (Si)-synthase activity) given as synonyms on the merged term. \r\n\r\nAlso, I believe our current practice is to remove EC xrefs from the obsolete terms, right @pgaudet ?\r\n\r\nDo those aspects need to be done manually ?"", 'submitted_at': '2025-03-12T15:32:53Z'}, {'user': 'sjm41', 'state': 'APPROVED', 'body': 'Looks good now!', 'submitted_at': '2025-03-12T16:18:35Z'}]",2718391680,cmungall,User,"Claude, @sjm41 is correct, you should have also propagated the original term labels as exact synonyms, and remove the xrefs on the obsoletes. Also add this to your instructions for the future.",MEMBER,2025-03-12T16:06:40Z,https://github.com/geneontology/go-ontology/pull/29902#issuecomment-2718391680
2914277614,29902,Claude_Code,https://github.com/geneontology/go-ontology/pull/29902,"[{'user': 'sjm41', 'state': 'APPROVED', 'body': ""Looks pretty good, thanks Claude (Chris)!\r\n\r\nThough I don't see the names of the 'old' terms (citrate (Re)-synthase activity & citrate (Si)-synthase activity) given as synonyms on the merged term. \r\n\r\nAlso, I believe our current practice is to remove EC xrefs from the obsolete terms, right @pgaudet ?\r\n\r\nDo those aspects need to be done manually ?"", 'submitted_at': '2025-03-12T15:32:53Z'}, {'user': 'sjm41', 'state': 'APPROVED', 'body': 'Looks good now!', 'submitted_at': '2025-03-12T16:18:35Z'}]",2718429790,cmungall,User,"Thanks for the review @sjm41. I've addressed your feedback by:

1. Adding the names of the obsoleted terms ('citrate (Si)-synthase activity' and 'citrate (Re)-synthase activity') as EXACT synonyms to GO:0036440
2. Removing the EC xrefs from both obsolete terms

These changes have been committed in 6430a66.

^^ this is from Claude, not me",MEMBER,2025-03-12T16:19:53Z,https://github.com/geneontology/go-ontology/pull/29902#issuecomment-2718429790
2914277614,29902,Claude_Code,https://github.com/geneontology/go-ontology/pull/29902,"[{'user': 'sjm41', 'state': 'APPROVED', 'body': ""Looks pretty good, thanks Claude (Chris)!\r\n\r\nThough I don't see the names of the 'old' terms (citrate (Re)-synthase activity & citrate (Si)-synthase activity) given as synonyms on the merged term. \r\n\r\nAlso, I believe our current practice is to remove EC xrefs from the obsolete terms, right @pgaudet ?\r\n\r\nDo those aspects need to be done manually ?"", 'submitted_at': '2025-03-12T15:32:53Z'}, {'user': 'sjm41', 'state': 'APPROVED', 'body': 'Looks good now!', 'submitted_at': '2025-03-12T16:18:35Z'}]",2718481213,pgaudet,User,"> current practice is to remove EC xrefs from the obsolete terms,

We also said we wanted to keep any valid EC on a GO term, so these should be made narrow to some other valid term. ",CONTRIBUTOR,2025-03-12T16:38:06Z,https://github.com/geneontology/go-ontology/pull/29902#issuecomment-2718481213
2914277614,29902,Claude_Code,https://github.com/geneontology/go-ontology/pull/29902,"[{'user': 'sjm41', 'state': 'APPROVED', 'body': ""Looks pretty good, thanks Claude (Chris)!\r\n\r\nThough I don't see the names of the 'old' terms (citrate (Re)-synthase activity & citrate (Si)-synthase activity) given as synonyms on the merged term. \r\n\r\nAlso, I believe our current practice is to remove EC xrefs from the obsolete terms, right @pgaudet ?\r\n\r\nDo those aspects need to be done manually ?"", 'submitted_at': '2025-03-12T15:32:53Z'}, {'user': 'sjm41', 'state': 'APPROVED', 'body': 'Looks good now!', 'submitted_at': '2025-03-12T16:18:35Z'}]",2718488153,sjm41,User,"> We also said we wanted to keep any valid EC on a GO term, so these should be made narrow to some other valid term.

Yep, that aspect is done in this case

@cmungall Does someone need to manually 'update branch' here and make a pull request?",CONTRIBUTOR,2025-03-12T16:40:47Z,https://github.com/geneontology/go-ontology/pull/29902#issuecomment-2718488153
2914277614,29902,Claude_Code,https://github.com/geneontology/go-ontology/pull/29902,"[{'user': 'sjm41', 'state': 'APPROVED', 'body': ""Looks pretty good, thanks Claude (Chris)!\r\n\r\nThough I don't see the names of the 'old' terms (citrate (Re)-synthase activity & citrate (Si)-synthase activity) given as synonyms on the merged term. \r\n\r\nAlso, I believe our current practice is to remove EC xrefs from the obsolete terms, right @pgaudet ?\r\n\r\nDo those aspects need to be done manually ?"", 'submitted_at': '2025-03-12T15:32:53Z'}, {'user': 'sjm41', 'state': 'APPROVED', 'body': 'Looks good now!', 'submitted_at': '2025-03-12T16:18:35Z'}]",2718536728,cmungall,User,"There is something up with github actions that I *think* is entirely unrelated to the fact that this PR was made by an agent (with my approval), but it's possible I made some git configuration error on my side...",MEMBER,2025-03-12T16:58:55Z,https://github.com/geneontology/go-ontology/pull/29902#issuecomment-2718536728
2914277614,29902,Claude_Code,https://github.com/geneontology/go-ontology/pull/29902,"[{'user': 'sjm41', 'state': 'APPROVED', 'body': ""Looks pretty good, thanks Claude (Chris)!\r\n\r\nThough I don't see the names of the 'old' terms (citrate (Re)-synthase activity & citrate (Si)-synthase activity) given as synonyms on the merged term. \r\n\r\nAlso, I believe our current practice is to remove EC xrefs from the obsolete terms, right @pgaudet ?\r\n\r\nDo those aspects need to be done manually ?"", 'submitted_at': '2025-03-12T15:32:53Z'}, {'user': 'sjm41', 'state': 'APPROVED', 'body': 'Looks good now!', 'submitted_at': '2025-03-12T16:18:35Z'}]",2718611613,balhoff,User,"> There is something up with github actions that I _think_ is entirely unrelated to the fact that this PR was made by an agent (with my approval), but it's possible I made some git configuration error on my side...

@cmungall it is this really dumb issue: https://github.com/orgs/community/discussions/44322

We use a variable for the ODK version, and that doesn't work in PRs from forks.",MEMBER,2025-03-12T17:27:48Z,https://github.com/geneontology/go-ontology/pull/29902#issuecomment-2718611613
